ID,Site,BeesReleased,BeesCollected,Longitude,Latitude,Elevation_m,Date,FieldDay,tmean_C,DD_added,DD_accumulated
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/22/2021,30,12.4,7.4,352.7
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/23/2021,31,20.7,15.7,368.4
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/24/2021,32,21,16,384.4
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/25/2021,33,17.8,12.8,397.2
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/26/2021,34,15.8,10.8,408
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/27/2021,35,12.9,7.9,415.9
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/28/2021,36,13.1,8.1,424
22,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,5/24/2021,1,11.4,6.4,1
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,5/25/2021,2,11.4,6.4,7.4
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,5/26/2021,3,13.6,8.6,16
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,5/27/2021,4,14.8,9.8,25.8
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,5/28/2021,5,11.5,6.5,32.3
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,5/29/2021,6,15.7,10.7,43
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,5/30/2021,7,13.7,8.7,51.7
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,5/31/2021,8,7.1,2.1,53.8
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/1/2021,9,8,3,56.8
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/2/2021,10,10.8,5.8,62.6
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/3/2021,11,12.8,7.8,70.4
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/4/2021,12,16.6,11.6,82
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/5/2021,13,19.4,14.4,96.4
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/6/2021,14,21.9,16.9,113.3
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/7/2021,15,19,14,127.3
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/8/2021,16,19.9,14.9,142.2
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/9/2021,17,19,14,156.2
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/10/2021,18,19.2,14.2,170.4
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/11/2021,19,20.8,15.8,186.2
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/12/2021,20,15,10,196.2
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/13/2021,21,18.4,13.4,209.6
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/14/2021,22,21.2,16.2,225.8
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/15/2021,23,22.4,17.4,243.2
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/16/2021,24,25.9,20.9,264.1
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/17/2021,25,23.5,18.5,282.6
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/18/2021,26,25.1,20.1,302.7
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/19/2021,27,21,16,318.7
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/20/2021,28,20.8,15.8,334.5
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/21/2021,29,15.8,10.8,345.3
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/22/2021,30,12.4,7.4,352.7
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/23/2021,31,20.7,15.7,368.4
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/24/2021,32,21,16,384.4
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/25/2021,33,17.8,12.8,397.2
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/26/2021,34,15.8,10.8,408
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/27/2021,35,12.9,7.9,415.9
23,T98,5/24/2021,6/28/2021,-105.3214,39.9765,2213,6/28/2021,36,13.1,8.1,424
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,5/27/2021,1,15.3,10.3,1
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,5/28/2021,2,12.2,7.2,8.2
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,5/29/2021,3,17,12,20.2
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,5/30/2021,4,15.1,10.1,30.3
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,5/31/2021,5,8.5,3.5,33.8
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/1/2021,6,9.1,4.1,37.9
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/2/2021,7,12.1,7.1,45
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/3/2021,8,15.4,10.4,55.4
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/4/2021,9,18.7,13.7,69.1
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/5/2021,10,21.3,16.3,85.4
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/6/2021,11,24.5,19.5,104.9
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/7/2021,12,21,16,120.9
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/8/2021,13,21.5,16.5,137.4
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/9/2021,14,21.4,16.4,153.8
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/10/2021,15,21.5,16.5,170.3
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/11/2021,16,22.8,17.8,188.1
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/12/2021,17,17.3,12.3,200.4
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/13/2021,18,20.6,15.6,216
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/14/2021,19,23.7,18.7,234.7
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/15/2021,20,24.8,19.8,254.5
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/16/2021,21,27,22,276.5
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/17/2021,22,27,22,298.5
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/18/2021,23,27.4,22.4,320.9
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/19/2021,24,23.1,18.1,339
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/20/2021,25,22.7,17.7,356.7
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/21/2021,26,16.4,11.4,368.1
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/22/2021,27,14.3,9.3,377.4
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/23/2021,28,23.7,18.7,396.1
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/24/2021,29,23.6,18.6,414.7
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/25/2021,30,19.5,14.5,429.2
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/26/2021,31,16.6,11.6,440.8
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/27/2021,32,14,9,449.8
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/28/2021,33,14.4,9.4,459.2
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/29/2021,34,15,10,469.2
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,6/30/2021,35,15.9,10.9,480.1
24,T99,5/27/2021,7/1/2021,-105.3396,40.0448,2000,7/1/2021,36,18.4,13.4,493.5
